Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
Agosto 26 2024,Factura,6915,20467,Septiembre 25 2024,133,949741.67,949741.67,949741.67
Septiembre 04 2024,Pago,,,,,(450000.00),499741.67,499741.67
