Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
13 enero 2025,Factura,9186,22728,12 febrero 2025,-2,757777.49,757777.49
13 enero 2025,Factura,9169,23204,12 febrero 2025,-2,831800.78,1589578.27
13 enero 2025,Nota Credito,,,,,(13608.75),1575969.52
30 enero 2025,Factura,9446,23260,01 marzo 2025,-19,757777.49,2333747.01
04 febrero 2025,Factura,9539,23261,06 marzo 2025,-24,894829.65,3228576.66
