Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
04 diciembre 2024,Factura,8484,21326,03 enero 2025,38,1984500.00,1984500.00,1984500.00
09 diciembre 2024,Factura,8624,21333,08 enero 2025,33,1984500.00,3969000.00,3969000.00
04 febrero 2025,Factura,9558,20971,06 marzo 2025,-24,1984500.00,5953500.00
