Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
27 diciembre 2024,Factura,8938,21389,26 enero 2025,15,1280738.56,1280738.56,1280738.56
31 diciembre 2024,Factura,8992,23025,30 enero 2025,11,860095.25,2140833.81,2140833.81
06 febrero 2025,Factura,9584,23610,08 marzo 2025,-26,780768.48,2921602.29
07 febrero 2025,Factura,9614,23611,09 marzo 2025,-27,742127.28,3663729.57
07 febrero 2025,Factura,9616,23613,09 marzo 2025,-27,767041.19,4430770.76
07 febrero 2025,Factura,9617,23641,09 marzo 2025,-27,787594.21,5218364.97
