Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
07 enero 2025,Factura,9093,23122,06 febrero 2025,4,36964.80,36964.80,36964.80
09 enero 2025,Factura,9121,23131,08 febrero 2025,2,40782.72,77747.52,77747.52
24 enero 2025,Factura,9352,22301,23 febrero 2025,-13,38499.58,116247.10
24 enero 2025,Factura,9360,22300,23 febrero 2025,-13,38022.06,154269.16
