Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
Octubre 10 2024,Factura,7591,21562,Noviembre 09 2024,88,41480.33,41480.33,41480.33
Noviembre 05 2024,Factura,8018,21566,Diciembre 05 2024,62,327996.69,369477.02,369477.02
