Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
Enero 13 2025,Factura,9189,20498,Febrero 27 2025,-22,1566000.00,1566000.00
Enero 13 2025,Nota Credito,,,,,(4350.00),1561650.00
Enero 13 2025,Factura,9188,20499,Febrero 27 2025,-22,1566000.00,3127650.00
