Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
Enero 21 2025,Factura,9302,21147,Febrero 20 2025,-15,1944000.00,1944000.00
Enero 28 2025,Factura,9394,23254,Febrero 27 2025,-22,855229.70,2799229.70
