Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
23 enero 2025,Factura,9341,22944,22 febrero 2025,-12,870369.33,870369.33
04 febrero 2025,Pago,,,,,(478693.44),391675.89
29 enero 2025,Factura,9431,22966,28 febrero 2025,-18,836570.12,1228246.01
10 febrero 2025,Factura,9642,23643,12 marzo 2025,-30,821546.90,2049792.91
