Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
Diciembre 26 2024,Factura,8920,22829,Enero 25 2025,11,1090975.55,1090975.55,1090975.55
Enero 27 2025,Pago,,,,,(331575.80),759399.75,759399.75
Enero 31 2025,Pago,,,,,(400000.00),359399.75,359399.75
Enero 13 2025,Factura,9176,23214,Febrero 12 2025,-7,832916.63,1192316.38
Enero 31 2025,Factura,9469,23430,Marzo 02 2025,-25,849609.68,2041926.06
