Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
06 enero 2025,Factura,9070,21613,26 enero 2025,15,27524.52,27524.52,27524.52
06 enero 2025,Factura,9063,21626,26 enero 2025,15,15780.24,43304.76,43304.76
