Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
03 febrero 2025,Factura,9537,23492,05 marzo 2025,-23,815976.59,815976.59
08 febrero 2025,Factura,9620,23360,10 marzo 2025,-28,807975.14,1623951.73
