Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
Diciembre 26 2024,Factura,8890,22818,Enero 25 2025,11,1041293.97,1041293.97,1041293.97
Enero 31 2025,Pago,,,,,(331293.97),710000.00,710000.00
Diciembre 30 2024,Factura,8969,22273,Enero 29 2025,7,1036479.31,1746479.31,1746479.31
Diciembre 30 2024,Factura,8972,22853,Enero 29 2025,7,685625.85,2432105.16,2432105.16
Enero 03 2025,Factura,9031,23032,Febrero 02 2025,3,977687.56,3409792.72,3409792.72
Enero 07 2025,Factura,9077,22427,Febrero 06 2025,-1,921406.02,4331198.74
Enero 30 2025,Factura,9452,23486,Marzo 01 2025,-24,799736.23,5130934.97
Enero 31 2025,Factura,9471,23086,Marzo 02 2025,-25,80781.63,5211716.60
