Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
Enero 28 2025,Factura,9411,23449,Febrero 27 2025,-22,798058.91,798058.91
Febrero 05 2025,Factura,9573,23616,Marzo 07 2025,-30,737907.31,1535966.22
