Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
08 enero 2025,Factura,9109,23105,07 febrero 2025,3,37756.53,37756.53,37756.53
09 enero 2025,Factura,9136,23196,08 febrero 2025,2,38925.26,76681.79,76681.79
