Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
Enero 13 2025,Factura,9185,23208,Febrero 12 2025,-7,847878.03,847878.03
Enero 23 2025,Factura,9340,23245,Febrero 22 2025,-17,823659.62,1671537.65
