Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
Enero 17 2025,Factura,9258,21321,Marzo 03 2025,-26,852984.00,852984.00
Enero 17 2025,Nota Credito,,,,,(1292.40),851691.60
