Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
Julio 31 2024,Factura,6475,20655,Agosto 30 2024,159,1079076.70,1079076.70,1079076.70
Agosto 14 2024,Factura,6733,20898,Septiembre 13 2024,145,937837.52,2016914.22,2016914.22
