Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
03 febrero 2025,Factura,9532,23572,05 marzo 2025,-23,818020.05,818020.05
03 febrero 2025,Factura,9507,22961,05 marzo 2025,-23,856230.38,1674250.43
04 febrero 2025,Factura,9552,23458,06 marzo 2025,-24,830554.97,2504805.40
07 febrero 2025,Factura,9590,23578,09 marzo 2025,-27,824378.34,3329183.74
