Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
Enero 29 2025,Factura,9423,22745,Enero 29 2025,7,357703.35,357703.35,357703.35
