Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
Enero 16 2025,Factura,9237,23207,Febrero 15 2025,-10,883573.71,883573.71
Enero 20 2025,Factura,9287,23194,Febrero 19 2025,-14,902682.12,1786255.83
