Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
22 enero 2025,Factura,9321,20965,21 febrero 2025,-11,1971000.00,1971000.00
23 enero 2025,Factura,9333,21576,22 febrero 2025,-12,2918018.70,4889018.70
