Fecha Factura,Descripcion,Factura,PO,Fecha Vencimiento,Dias Vencidos,Total,Balance,Balance Vencido
31 enero 2025,Factura,9494,23454,07 febrero 2025,3,808134.62,808134.62,808134.62
